path,text,duration
files/clips/common_voice_en_37887096.mp3,before all these predictions a battle was to take place,5.58
files/clips/common_voice_en_37887106.mp3,purble shop is a codebreaker game,4.356
files/clips/common_voice_en_37887128.mp3,the walking path around the lake is long,4.356
files/clips/common_voice_en_37887979.mp3,it is certain that megara never recovered its power and independence,7.38
files/clips/common_voice_en_37888050.mp3,consumption of energy and raw materials was excessive,7.776
files/clips/common_voice_en_37888116.mp3,stepwise training works in a similar fashion,4.716
files/clips/common_voice_en_37888118.mp3,the drink can also be made with tea instead of water,5.256
files/clips/common_voice_en_37888136.mp3,oh you dont,2.88
files/clips/common_voice_en_37888185.mp3,all tracks written by jeff lynne,4.0680000000000005
files/clips/common_voice_en_37888584.mp3,for the second demo he switched to playing lead and rhythm guitar,7.02
files/clips/common_voice_en_37888605.mp3,but this thingevery day every day over and over again,6.876
files/clips/common_voice_en_37888606.mp3,the name in italian stands for flying saucer,5.436
files/clips/common_voice_en_37888645.mp3,agra was named the queen city,3.78
files/clips/common_voice_en_37888657.mp3,in the same year two unreleased songs were leaked entitled faded and so fine,7.956
files/clips/common_voice_en_37888666.mp3,his primary residence is in the national capital region,5.256
files/clips/common_voice_en_37888667.mp3,the town flower is the katakuri,4.248
files/clips/common_voice_en_37888686.mp3,in practice none of these terms are used by the general public,5.976
files/clips/common_voice_en_37888690.mp3,lezgins live there,2.9160000000000004
files/clips/common_voice_en_37888692.mp3,the game was played in a revolutionary atmosphere,5.76
files/clips/common_voice_en_37888698.mp3,the zinc hydroxide upon heating decomposes to zinc oxide,7.38
files/clips/common_voice_en_37888705.mp3,thus impact factors cannot be used to compare journals across disciplines,7.487999999999999
files/clips/common_voice_en_37888719.mp3,zama is named after the maya word for dawn,6.047999999999999
files/clips/common_voice_en_37888724.mp3,they are appointed by the council of ministers at the request of the premier,7.416
files/clips/common_voice_en_37888725.mp3,classes at this school were conducted in english and spanish,6.768
files/clips/common_voice_en_37888736.mp3,he played two seasons in baltimore,4.14
files/clips/common_voice_en_37888740.mp3,they first of all changed the look of the characters and the associated materials,7.487999999999999
files/clips/common_voice_en_37888754.mp3,qureshi production assistant,3.6
files/clips/common_voice_en_37888762.mp3,he is i am persuaded grossly basely unfair,7.74
files/clips/common_voice_en_37888779.mp3,instead of finding her outside i heard her voice within,5.76
files/clips/common_voice_en_37888835.mp3,it was later renamed waco high school,5.507999999999999
files/clips/common_voice_en_37888854.mp3,when he was about three his mother and grandmother took him to chicago,6.516
files/clips/common_voice_en_37888868.mp3,the district was thereafter subdivided and reformed several times,6.948
files/clips/common_voice_en_37888893.mp3,the schools were closed during the war and most of the school houses destroyed,6.768
files/clips/common_voice_en_37888894.mp3,the colours of the college are green and gold,4.428
files/clips/common_voice_en_37888901.mp3,albums have been recorded in malay french italian and english,7.848
files/clips/common_voice_en_37888908.mp3,you can carry it back when you return,3.708
files/clips/common_voice_en_37888912.mp3,at a loss,2.556
files/clips/common_voice_en_37888918.mp3,his surviving son erik did not have children,4.86
files/clips/common_voice_en_37888925.mp3,the series was wellreceived when originally broadcast,5.4
files/clips/common_voice_en_37888930.mp3,i simply sat down and wrote it,4.896
files/clips/common_voice_en_37888937.mp3,for security reasons the museum is not open for casual visitors,6.587999999999999
files/clips/common_voice_en_37888941.mp3,marsh was born in scotland however he grew up in south london,6.948
files/clips/common_voice_en_37890205.mp3,she never returned to her former lifes work,5.22
files/clips/common_voice_en_37890274.mp3,it could not run away so now it is food,5.6160000000000005
files/clips/common_voice_en_37890640.mp3,she cemented her status as the queen of telenovelas,7.127999999999999
files/clips/common_voice_en_37890650.mp3,who cares,2.376
files/clips/common_voice_en_37890657.mp3,he was also the ancestor of fred holland day,5.3279999999999985
files/clips/common_voice_en_37890791.mp3,that same year they teamed up to work on a session together,6.66
files/clips/common_voice_en_37890797.mp3,it was the first investigative film about the crash,6.516
files/clips/common_voice_en_37890802.mp3,it is dangerous,2.448
files/clips/common_voice_en_37890810.mp3,the site is free to use requiring only registration,6.047999999999999
files/clips/common_voice_en_37890827.mp3,he lived in paris,2.88
files/clips/common_voice_en_37890876.mp3,a gathering or group of kea is called a circus,6.587999999999999
files/clips/common_voice_en_37890897.mp3,hull decided to develop an airport that would hopefully not be closed,6.047999999999999
files/clips/common_voice_en_37890900.mp3,it could only be used once in a day,3.996
files/clips/common_voice_en_37890911.mp3,its unfair but thats reality,4.68
files/clips/common_voice_en_37890976.mp3,it is common in the canary islands,4.14
files/clips/common_voice_en_37890977.mp3,the final turns into a nightmare for real madrid after this,5.436
files/clips/common_voice_en_37890992.mp3,it jumps well and can be used for dressage,4.6080000000000005
files/clips/common_voice_en_37890993.mp3,his exact origin and background are uncertain,4.896
files/clips/common_voice_en_37891042.mp3,while a student in college he played rugby,4.86
files/clips/common_voice_en_37891057.mp3,it was so soft so as to pass through a finger ring,5.6160000000000005
files/clips/common_voice_en_37891101.mp3,after retiring cahill took up coaching,4.896
files/clips/common_voice_en_37891102.mp3,in its literary phase the dial was published monthly,5.94
files/clips/common_voice_en_37891115.mp3,all american aircraft remained over international waters,5.94
files/clips/common_voice_en_37891160.mp3,he also pushed for public education in the sciences,5.688
